unit,name
noUnit,blaue Kartoffeln
noUnit,ja! Cornichons
Glas,ja! Cornichons
Scheibe(n),Körnerbrot
noUnit,Brunnenkresse
Beet(e),Brunnenkresse
g,Burrata
g,Créme fraîche
g,Risotto Reis
g,Datteln (entsteint)
noUnit,Datteln (entsteint)
noUnit,Zitronenscheiben zum Garnieren
EL,trockenen Weißwein
ml,trockenen Weißwein
Scheibe(n),altbackenes Brot
g,Sahnequark
EL,REWE Beste Wahl natives Olivenöl
g,REWE Regional Kartoffeln
Stiel(e),"Petersilie, abgezupft"
Stange(n),"Petersilie, abgezupft"
g,Raspelschokolade
EL,Akazien-Honig
TL,Akazien-Honig
g,"Gouda, gerieben"
cl,Triple Sec
Spritzer,Triple Sec
g,REWE Bio Bergkäse
EL,helle Sojasoße
noUnit,kleine Möhre
g,REWE Frei von Speisequarkzubereitung Magerstufe
g,REWE Bio Frischkäse Natur
Dose(n),ja! Kidneybohnen
noUnit,Zitrone (unbehandelt)
Beutel,REWE Bio Milder Früchtetee
EL,REWE Bio Süßrahm-Butter
g,Muschelnudeln
noUnit,Drillinge
kg,Drillinge
g,REWE Bio Frischkäse
g,Kidney Bohnen
Dose(n),Kidney Bohnen
cl,Himbeersirup
EL,Himbeersirup
TL,geriebener Ingwer
noUnit,Ente
kg,Ente
g,Gorgonzola-Käse
g,Appenzeller
noUnit,Dominosteine
g,Kuchenglasur
Becher,Kuchenglasur
Scheibe(n),REWE Frei von Sandwich
ml,Rewe Bio Gemüsebrühe
TL,Palmin
kg,Palmin
noUnit,Bio Eier Größe M
g,REWE Beste Wahl Delikatess-Gewürzgurken
noUnit,REWE Beste Wahl Delikatess-Gewürzgurken
noUnit,Rote Bete Knollen
g,Rote Bete Knollen
noUnit,REWE Regional Zucchini
g,ja! Saure Sahne
EL,REWE Frei von Joghurt mild
g,REWE Frei von Joghurt mild
Stück,REWE Feine Welt Goldbrustfilets Maishähnchen
Packung(en),REWE Feine Welt Goldbrustfilets Maishähnchen
ml,Tomatenketchup
EL,Tomatenketchup
EL,Grieß
g,Grieß
g,"Cranberrys, getrocknet"
noUnit,REWE Bio Zitronen
Packung(en),Räucher-Lachs
Scheibe(n),Räucher-Lachs
g,Doppelrahmfrischkäse
g,geschälte Hanfsamen
noUnit,Ingwer (5 cm)
g,Mais (Dose)
noUnit,REWE Bio Rispentomaten
Handvoll,frische Basilikumblätter
cl,Calvados
EL,Calvados
noUnit,Butterschmalz zum Braten
Knolle(n),gekochte Rote Bete
noUnit,gekochte Rote Bete
noUnit,frischer schwarzer Pfeffer
EL,"Mandeln, gehobelt"
g,"Mandeln, gehobelt"
g,Kokos-Joghurt
g,Schälerbsen
noUnit,Schälerbsen
Packung(en),REWE Feine Welt Krosse Peperoni Ciabatta
Tropfen,Bittermandelaroma
Messerspitze,Bittermandelaroma
g,junger Blattspinat
kg,junger Blattspinat
noUnit,REWE Bio-Orangen
g,REWE Bio Kürbiskerne
EL,REWE Bio Kürbiskerne
g,Edamame
noUnit,kleine Ananas
g,REWE Bio Dinkelmehl Type 630
TL,getrocknete Chiliflocken
g,REWE Bio Brokkoli
noUnit,Schwarzer Pfeffer aus der Mühle
noUnit,Pfeffer schwarz
noUnit,bunte Möhren
Bund,bunte Möhren
noUnit,Esspapier
Packung(en),REWE Feine Welt Hirschmedaillons
noUnit,REWE Feine Welt Hirschmedaillons
kg,Lammkeule
noUnit,Kohlrabi mit Grün
g,"Haselnüsse, gehackt"
Packung(en),große Marshmallows
noUnit,große Marshmallows
Stück,Lachsfilets
noUnit,Lachsfilets
TL,Basilikum (getrocknet)
g,REWE Bio Fusilli Grüne Erbsen
g,Erbsen
noUnit,REWE Feine Welt Tellicherry-Pfeffer
TL,REWE Feine Welt Tellicherry-Pfeffer
g,Mungobohnensprossen
noUnit,frisch gemahlener weißer Pfeffer
noUnit,Soda Wasser
EL,Barilla “Pesto alla Genovese”
g,Barilla “Pesto alla Genovese”
g,REWE frei von Weiße Schokolade mit Crispies
TL,Pesto genovese
g,Pesto genovese
Glas,(720 ml) Sauerkirschen
g,Tofu Natur
noUnit,Entenbrustfilets (à 300–400 g)
g,Putenbrustfilet
g,Reisnudeln
g,Lollo Rosso
noUnit,Lollo Rosso
noUnit,gelbe Lebensmittelfarbe
noUnit,Orangen (unbehandelt)
noUnit,Ei (Größe L)
g,frische Spätzle
Packung(en),frische Spätzle
g,Hackfleisch vom Rind
TL,Pottasche
EL,weiche Kräuterbutter
g,weiche Kräuterbutter
g,REWE frei von Früchte-Müsli
kg,Stachelbeeren
g,Stachelbeeren
ml,Teriyaki-Sauce
Beutel,schwarzer Tee
ml,schwarzer Tee
Scheibe(n),Sandwich Toastbrot
Messerspitze,blaue Lebensmittelfarbe
noUnit,blaue Lebensmittelfarbe
große,Garnelen (frisch oder TK)
noUnit,Garnelen (frisch oder TK)
g,Baby-Blattspinat
g,ja! Kernige Haferflocken
ml,Johannisbeersaft
noUnit,Möhren mit Grün
g,Körniger Frischkäse
Zweig(e),Liebstöckel
g,REWE Frei von Speisequarkzubereitung
noUnit,kleines Stück Ingwer
ml,Lammfond
noUnit,Limette (unbehandelt)
ml,"Rotwein, trocken"
noUnit,"Rotwein, trocken"
noUnit,Paprikaschote (rot)
noUnit,Schnittlauchhalme
g,REWE Feine Welt Nocellara Oliven
Glas,REWE Feine Welt Nocellara Oliven
Blätter,Pasta Lasagne
g,REWE Bio Junge Erbsen tiefgefroren
g,Zartbitterschokolade (vegan)
Stiel(e),gemischte Kräuter
Bund,gemischte Kräuter
EL,Tamarindenpaste
EL,Curry Gewürzmischung
TL,Curry Gewürzmischung
g,Gelierzucker 1:1
kg,Gelierzucker 1:1
Stück,REWE Feine Welt Pepperballs Feige
g,Johannisbeer-Gelee
g,Baguettebrot
noUnit,Baguettebrot
g,"REWE Bio Joghurt mild 3,8%"
noUnit,"REWE Bio Forellenfilets, geräuchert (2 Pakete à  100 g)"
EL,REWE Feine Welt Lesvos g.g.A: Olivenöl
noUnit,Ciabattabrot
noUnit,Fett für das Waffeleisen
g,"Maronen, vorgekocht"
g,REWE Bio Salami
ml,weißer Rum
cl,weißer Rum
noUnit,bunte Zuckerschrift
kg,Rinderbraten
g,Rinderbraten
g,gelbe Sultaninen
TL,Szechuan-Pfeffer
EL,Szechuan-Pfeffer
noUnit,Papaya
Glas,Papaya
EL,Worcester Sauce
noUnit,Entenbrustfilets mit Haut (à ca. 400 g)
g,REWE Bio Berglinsen
g,Cantuccini
noUnit,Cantuccini
g,Parmesanspäne
g,ja! Schlagsahne (30 % Fett)
EL,natives Olivenöl extra (z. B. von REWE Bio)
ml,natives Olivenöl extra (z. B. von REWE Bio)
g,ausgelöstes Kasselerkotelett
Würfel,REWE Bio Frische Backhefe
g,REWE Bio Frische Backhefe
TL,Himbeermarmelade
Glas,Himbeermarmelade
g,Filo- oder Yufkateig
Packung(en),Filo- oder Yufkateig
Packung(en),Spätzle (Kühlregal)
g,Spätzle (Kühlregal)
kg,Gänsebrust mit Knochen (TK)
g,REWE Bio Müsli Hafer Crunchy
noUnit,kleiner roter Apfel
Päckchen,REWE Feine Welt Rotes Gold Safran
Glas,REWE Feine Welt Rotes Gold Safran
g,Nüsse
Handvoll,Nüsse
noUnit,(Fladenbrot)
g,REWE Bio Gold-Hirse
noUnit,Entenbrust (ca. 400 g)
g,Krautsalat
g,gemischtes Bio-Hackfleisch
ml,"Milch (3,5 %)"
EL,"Milch (3,5 %)"
g,REWE Beste Wahl Sonnenmais
Dose(n),REWE Beste Wahl Sonnenmais
g,REWE ja! Schmand
EL,REWE ja! Schmand
g,geräucherte Forellenfilets
g,REWE Bio Rinderhackfleisch
noUnit,REWE Frei von Brownie Backmischung
noUnit,Peffer
Scheibe(n),REWE Beste Wahl Gouda
g,REWE Beste Wahl Gouda
g,geriebener Pizzakäse
g,TK-Beerenmischung
noUnit,Petersilie zum Garnieren
ml,fettarme Milch
g,"Haselnüsse, geschält"
g,Kartoffelstärke
EL,Kartoffelstärke
noUnit,Butternut Kürbis
noUnit,Sonnenblumenöl zum Braten
EL,Sonnenblumenöl zum Braten
noUnit,Lasagneplatten
g,Oliven ohne Stein
noUnit,Oliven ohne Stein
g,ja! Mandelkerne
EL,ja! Mandelkerne
g,"geräucherter, durchwachsener Speck"
ml,Weißwein (trocken)
g,Pizzakäse
g,Lollo Bionda
noUnit,Lollo Bionda
noUnit,Vanillepulver
g,Bergkäse (gerieben)
g,Griechischer Joghurt
EL,Gartenkresse
Beet(e),Gartenkresse
noUnit,Romatomaten
kg,Romatomaten
noUnit,Fladenbrot zum Aufbacken
noUnit,Zucchini (ca. 200 g)
EL,Paprikamark
TL,Chili Flocken
ml,REWE Feine Welt Südtiroler Weißburgunder
Flasche(n),REWE Feine Welt Südtiroler Weißburgunder
g,TK-Heidelbeeren
g,Salzgurken
noUnit,Salzgurken
EL,Rewe Feine Welt Lesvos g.g.A. mildes Olivenöl
EL,Cornflakes
g,Cornflakes
ml,Grauburgunder
cl,Grenadine
ml,Grenadine
g,"REWE Beste Wahl Gouda, gerieben"
g,TK Himbeeren
noUnit,Zitronenmelisse zum Verzieren
ml,REWE Bio Fettarme H-Milch
g,REWE Beste Wahl Mandeln gestiftet
EL,REWE Beste Wahl Mandeln gestiftet
EL,Salatkerne-Mix
g,REWE Bio Putenschnitzel
noUnit,REWE Bio Putenschnitzel
Bund,Lauchzwiebeln von REWE Regional
g,REWE Beste Wahl Walnüsse
g,Crème double
EL,Crème double
noUnit,Schale Kresse
TL,ja! Backpulver
noUnit,Hot Dog Brötchen
g,Himbeer-Konfitüre
EL,Himbeer-Konfitüre
ml,Kokosnussmilch
ml,REWE Beste Wahl Milch
EL,REWE Beste Wahl Milch
EL,Balsamico Essig
TL,Balsamico Essig
g,Creme fraîche
noUnit,Hähnchenkeulen
g,Zuckerstange
noUnit,Zuckerstange
noUnit,Gänsekeulen (TK)
g,REWE Feine Welt Heidelbeer Fruchtaufstrich
EL,REWE Feine Welt Heidelbeer Fruchtaufstrich
g,REWE Feine Welt Kalamata Oliven
noUnit,REWE Feine Welt Kalamata Oliven
noUnit,Aufbackbrötchen
ml,brauner Rum
EL,brauner Rum
g,Physalis
noUnit,Physalis
noUnit,"Avocado, reif"
Glas,REWE Beste Wahl getrocknete Tomaten
g,REWE Beste Wahl getrocknete Tomaten
noUnit,Zahnstocher
noUnit,Eier (M)
g,Orangeat
Packung(en),REWE Bio Ziegenfrischkäse
g,REWE Bio Ziegenfrischkäse
EL,REWE Feine Welt Andalusien Baena DOP Olivenöl
Stück,Muskatblüte
noUnit,Muskatblüte
EL,Oliven
noUnit,Oliven
g,REWE Beste Wahl Marshmallows
Stück,REWE Beste Wahl Marshmallows
EL,ja! Cranberries
g,ja! Cranberries
TL,Kräuteressig
EL,Kräuteressig
noUnit,Wachholderbeeren
g,Milram Paprika-Quark
g,REWE Bio Joghurt
g,Kürbiskerne ohne Schale
g,Tellerlinsen
noUnit,mittelgroße Kartoffeln
kg,mittelgroße Kartoffeln
Messerspitze,gemahlener Kardamom
Prise(n),gemahlener Kardamom
g,bunte Kirschtomaten
noUnit,bunte Kirschtomaten
ml,dunkles Bier
g,gelbe Kirschtomaten
noUnit,gelbe Kirschtomaten
noUnit,"Bananen, reif"
g,Basmati-Reis
noUnit,Wasabi-Paste
TL,Wasabi-Paste
Dose(n),Artischockenherzen
g,Artischockenherzen
TL,REWE Bio Curry Indische Art
große,"Kartoffeln, mehligkochend (ca. 400 g pro Stück)"
g,Salatcreme
g,Senf (mittelscharf)
TL,Senf (mittelscharf)
EL,Kokosjoghurt
g,Kokosjoghurt
g,Wildkräutersalat
Handvoll,Wildkräutersalat
ml,Champagner
noUnit,Schokosoße
ml,Schokosoße
g,REWE Beste Wahl Risotto Reis
